ENSEMBL,gene_symbol,logFC,abs.logFC.,AveExpr,t,P.Value,adj.P.Val,B,HBC_AVG,MIM_AVG,23HBC,26HBC,30HBC,31HBC,33HBC,37HBC,23MIM,26MIM,30MIM,31MIM,33MIM,37MIM
ENSG00000167978,SRRM2,1.230916632,1.230916632,9.400185243,4.57742975,0.00050578,0.001992915,-0.422335294,10.01767678,8.782693708,9.5905532,9.555289573,10.49302474,10.31037651,9.855725914,10.30109073,8.766997892,8.978001946,9.319022185,9.263778432,8.516754591,7.851607201
ENSG00000155096,AZIN1,-1.998330429,1.998330429,9.383953342,-7.319603253,5.51E-06,8.38E-05,4.205853541,8.388504547,10.37940214,8.170889151,7.88328573,8.786778734,8.389131101,8.189953342,8.910989226,10.31404724,10.42868154,9.971013803,9.649881537,10.55806575,11.35472294
ENSG00000174444,RPL4,-0.544998268,0.544998268,9.372901804,-3.543192256,0.003552432,0.009029165,-2.391235588,9.102976595,9.642827013,8.792076652,9.074835061,9.32254695,9.075913521,9.177534083,9.174953304,9.663360023,9.5954837,9.468813972,9.400218903,9.643702362,10.08538312
ENSG00000198668,CALM1,-1.721828191,1.721828191,9.364204487,-8.420403595,1.19E-06,3.55E-05,5.773424124,8.508897019,10.21951196,8.322212758,8.212404391,8.581745902,8.494346397,8.679902728,8.762769937,10.40043962,9.774888835,9.879709822,10.18957015,10.07732507,10.99513824
ENSG00000149925,ALDOA,0.143832814,0.143832814,9.36095291,0.947612771,0.360442763,0.429537669,-6.622581258,9.434831356,9.287074465,9.666167159,9.495760161,9.593570463,9.353304716,9.323993703,9.176191934,9.425157898,9.041324679,9.492795153,9.413702763,8.954291031,9.395175263
ENSG00000204628,RACK1,0.261501868,0.261501868,9.320275524,1.587836333,0.136104995,0.186846439,-5.856574142,9.451153545,9.189397502,8.905601505,9.533753291,9.670070796,9.460513722,9.540885726,9.596096231,8.881781186,9.32686781,9.455064498,9.065517115,9.180467105,9.2266873
ENSG00000153071,DAB2,-3.233324477,3.233324477,9.317453029,-11.94870332,1.98E-08,6.04E-06,9.88628657,7.700652297,10.93425376,8.488735519,7.301461139,7.028158634,7.625856319,7.774873565,7.984828604,11.28705416,10.64590023,10.35984974,10.63720678,11.24117527,11.43433638
ENSG00000105835,NAMPT,1.639696019,1.639696019,9.30415586,3.187849446,0.007054702,0.015785553,-3.074705398,10.12042866,8.487883062,9.31827515,9.405855347,10.26410313,10.24375206,10.19207619,11.29851007,8.063730388,9.168977394,9.715391677,9.15927238,8.411916984,6.40800955
ENSG00000139112,GABARAPL1,-2.043901391,2.043901391,9.302325566,-7.781499084,2.84E-06,5.64E-05,4.881446552,8.284421969,10.32022917,7.879828952,8.027896066,8.2331912,8.190449066,8.961407113,8.413759416,10.44289967,9.980572566,9.722091267,9.875566419,10.73594316,11.16430191
ENSG00000030582,GRN,0.762676178,0.762676178,9.29948936,2.294911501,0.038843806,0.064799198,-4.725445226,9.679228628,8.919750092,10.33686218,9.396850019,9.343731233,9.97399632,9.765329512,9.258602506,8.352137222,9.369107869,9.533781499,9.833145697,8.504169252,7.926159011
ENSG00000215301,DDX3X,0.516851317,0.516851317,9.294033778,2.279023394,0.04000796,0.066440736,-4.753488841,9.552925611,9.035141944,8.938808131,9.244293486,9.761458103,9.84429826,9.785362569,9.743333119,8.566769223,9.419622162,9.475080063,9.169641197,9.053242027,8.526496989
ENSG00000096384,HSP90AB1,0.484544083,0.484544083,9.275781645,2.026493464,0.063525926,0.098022756,-5.182367189,9.519189595,9.032373696,9.637800404,9.476162463,8.815349345,9.490747043,9.757734117,9.9373442,9.260827882,9.250884138,8.323434656,8.9958665,8.73398609,9.629242908
ENSG00000067225,PKM,1.108137581,1.108137581,9.265055638,5.017055572,0.000228784,0.001093798,0.382003793,9.819192931,8.710918345,9.943530728,9.626948273,10.20789243,9.945206313,9.650664227,9.540915615,8.556493051,8.60435201,9.210766594,9.187491478,8.747707732,7.958699206
ENSG00000137801,THBS1,4.253840827,4.253840827,9.259463725,4.886261293,0.000288939,0.00130749,0.156672256,11.38097849,7.137948965,11.05533712,11.09628269,12.96020724,11.32148699,10.82418405,11.02837282,6.086526043,7.876120513,9.745955412,5.878924298,9.089450177,4.150717344
