"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",41.369157301384,2.05306761874601,1.1255886972537,1.82399452282636,0.0681529002862099,0.34062601948562
"ENSG00000000005",0,NA,NA,NA,NA,NA
"ENSG00000000419",344.632035649347,-0.0764177286241324,0.594971874003865,-0.128439228748544,0.897801388176953,0.981334763529886
"ENSG00000000457",131.095561009431,-0.000857275216406366,0.734781274768751,-0.00116670803386513,0.999069101884005,0.999882108593281
"ENSG00000000460",57.4118499424983,0.207864671619088,0.999858655377501,0.207894056325999,0.835311690151832,0.965715778778139
"ENSG00000000938",4968.16930386413,-1.35539468883153,0.52046427936348,-2.60420309822061,0.00920881689554626,0.0926694385198805
"ENSG00000000971",75.1964218876034,1.38845092763833,0.917222428211056,1.51375597121666,0.130087743289552,0.491303084878154
"ENSG00000001036",675.774590467598,1.30775240784686,0.568823581802237,2.29904745457885,0.0215022447739291,0.164075400917644
"ENSG00000001084",340.199747839489,-0.684671296640415,0.640235677382221,-1.06940509694786,0.284887171625435,0.702446988550299
"ENSG00000001167",505.246222447632,-0.290449169892594,0.565175972632218,-0.513909267125906,0.607315428073876,0.894510717948454
"ENSG00000001460",45.7065055103474,2.00270773682181,1.0525212755573,1.90277173804528,0.0570703364980376,0.306595024593826
"ENSG00000001461",333.252735301148,-0.534557603570161,0.594797272235634,-0.898722352173787,0.368800568058463,0.774202411708195
"ENSG00000001497",305.30090863895,0.099161464059781,0.642728972472837,0.154281926452245,0.877387447292385,0.976715398427639
"ENSG00000001561",129.42155194918,-1.48612300761463,0.760519793563837,-1.954088532858,0.0506907479854675,0.28541311275794
"ENSG00000001617",357.024956485546,3.61406811149241,0.620633725085728,5.82319001596828,5.77348490237889e-09,3.96047263144062e-07
"ENSG00000001626",1.0608047545341,-2.73334240316919,5.99599797843237,-0.455861128206019,0.648489843634404,NA
"ENSG00000001629",550.14365433479,0.283296129769975,0.578645210835143,0.48958519739773,0.624427453242296,0.90052834098704
"ENSG00000001630",536.975131653913,-0.48296951855281,0.568736784300401,-0.849196907752164,0.395771733641273,0.791522612219812
"ENSG00000001631",291.243690522293,-0.401985928228369,0.60982472949285,-0.659182727080737,0.509778437353561,0.852781780503579
"ENSG00000002016",80.3981433456268,-1.20756530245932,0.878077128592188,-1.37523830554087,0.169057576242751,0.558896485032025
"ENSG00000002079",0,NA,NA,NA,NA,NA
"ENSG00000002330",204.772127606342,0.942303129661432,0.674937394820829,1.39613412576077,0.162674109080601,0.549541691833586
"ENSG00000002549",909.310288257532,0.362827194325305,0.583981190272907,0.621299453422032,0.534402613266429,0.861620818422517
"ENSG00000002586",1736.63641028904,-0.250878238382042,0.504383932444069,-0.497395381265167,0.618910261999245,0.898611635937856
"ENSG00000002587",106.583840519104,1.09390552414945,0.977635260356202,1.11893010461886,0.263169958662128,0.680505838568072
"ENSG00000002726",23282.2941814751,7.46364831556251,1.69599524112502,4.40074838335724,1.07878161574389e-05,0.000364920665223543
"ENSG00000002745",3.59472430286851,0.190939933945278,3.2134457213126,0.0594190630571112,0.952618329760486,NA
"ENSG00000002746",17.5095765723336,4.52554782350266,1.79205464843498,2.52534030000418,0.0115586302696986,0.108047268082041
"ENSG00000002822",304.351922604277,-0.626691033870882,0.619187910175822,-1.01211768442464,0.311481787800032,0.727199108114028
"ENSG00000002834",3399.03159933796,-0.187439556452288,0.491481397630706,-0.381376705925966,0.702923743250366,0.925055405390643
"ENSG00000002919",162.585273416467,-0.159171080361491,0.69474094000561,-0.229108537004031,0.818784558358651,0.961706898633814
"ENSG00000002933",177.067201141002,1.41497923980291,0.685662527887793,2.06366715731396,0.0390492853407336,0.243076860085594
"ENSG00000003056",1759.40989852303,0.0228626514214459,0.524283051768362,0.0436074584984811,0.96521730633297,0.994265456660626
"ENSG00000003096",8.58201603303788,1.86378963052708,2.18597308989541,0.852613254546631,0.393873809795469,NA
"ENSG00000003137",20.2051165053965,4.10921168964272,1.55927574906402,2.6353335464297,0.00840546406700069,0.0871697298213914
"ENSG00000003147",76.1914527714526,0.06221442477142,0.933024256202812,0.066680393738763,0.94683614309751,0.990676809782641
"ENSG00000003249",15.9093114930466,1.042750952384,1.6521773397101,0.631137425336536,0.527950672286123,0.85823034974987
"ENSG00000003393",227.87148979167,0.271690766530778,0.638856477930115,0.425276687200624,0.670634986131494,0.917898688164013
"ENSG00000003400",412.648845826141,-0.793715843345036,0.575760106559779,-1.37855303676311,0.168032604797462,0.557131790757307
"ENSG00000003402",8220.76193051377,-0.951092518044617,0.506344075475096,-1.87835221958946,0.0603329972881382,0.317971701042903
"ENSG00000003436",525.461882773694,2.20057922794014,0.585599397327942,3.75782358721895,0.000171397645580421,0.00398262437463385
"ENSG00000003509",155.610788735506,-0.400985369763523,0.702366231565912,-0.57090639006026,0.56806309914104,0.87927911957904
"ENSG00000003756",1709.00751930245,-0.569681153471747,0.505786178074258,-1.12632803775059,0.2600266942554,0.675998734967458
"ENSG00000003987",7.77685708561261,1.68823648774445,2.2659130748532,0.74505792233615,0.456236704845076,NA
"ENSG00000003989",262.822758762521,2.76747370313971,0.622744616781621,4.44399458230915,8.8303828919582e-06,0.00030347611304139
"ENSG00000004059",784.536546241516,0.456611096092042,0.530544149457713,0.860646746474841,0.389432631396438,0.78755591348178
"ENSG00000004139",88.2342046071557,0.323999496100052,0.849085287545299,0.381586515339033,0.702768087926875,0.925055405390643
"ENSG00000004142",412.714905282431,0.736367431762944,0.604855995993186,1.21742602642768,0.223442165641287,0.633698694951759
"ENSG00000004399",2353.01113087976,-0.0612417078849091,0.531484057365238,-0.115227742086012,0.908264610121463,0.983548884789045
"ENSG00000004455",1010.16827920463,0.567681697257346,0.519808350515897,1.09209807171035,0.274789996910303,0.691816664249393
"ENSG00000004468",540.106300289851,-0.838293094872628,0.557073764426448,-1.50481524782578,0.132371582475413,0.496011731678271
"ENSG00000004478",1003.42185742461,-0.319458734518629,0.571533105726948,-0.558950533779318,0.576195480025197,0.881679954690099
"ENSG00000004487",836.332880827981,0.346206556736042,0.559107045787785,0.619213367716079,0.535775806658284,0.862126008549375
"ENSG00000004534",1151.861348827,-0.979839703377611,0.516904813668158,-1.89559020823251,0.0580142530559384,0.310503391083975
"ENSG00000004660",258.590808657228,-2.22819072718962,0.649682281329855,-3.42966214597798,0.000604333227389764,0.0112979473498338
"ENSG00000004700",391.485850928061,0.339974901915189,0.626599805403823,0.542571030158693,0.587425189681307,0.887305026813952
"ENSG00000004766",150.398929570169,-0.617341134335263,0.811912900533192,-0.760353892554052,0.447043075886411,0.818052186576731
"ENSG00000004776",4.21160681675992,3.29303252798248,3.10454225204473,1.06071435356166,0.288819734882825,NA
"ENSG00000004777",69.9263250892652,1.08480654252299,0.901518941825291,1.20330976110896,0.228856473159499,0.641190986778137
"ENSG00000004779",186.214948749934,0.749968605098787,0.668690822129487,1.12154762751262,0.262054830243701,0.679405560468388
"ENSG00000004799",432.765503281949,-0.243902226413243,0.573742988386478,-0.425107114771307,0.670758591591295,0.917898688164013
"ENSG00000004809",23.0770556809385,0.379387956020819,1.43125588824382,0.265073463897735,0.790952869086078,0.95273878112342
"ENSG00000004838",5.76099010195838,1.44068459843495,2.61455208318355,0.551025396549277,0.581616265092872,NA
"ENSG00000004846",8.64443400487205,0.822598715542692,2.17201411378226,0.378726229412133,0.70489117355675,NA
"ENSG00000004848",6.36532490132836,5.41471955996397,2.94788121570984,1.83681741689857,0.066236853849915,NA
"ENSG00000004864",247.83039468056,-0.0601165353654086,0.636936019754857,-0.0943839467401234,0.924804167520138,0.986266052626832
"ENSG00000004866",164.117684581668,1.10827694261642,0.759064581997641,1.46005619139778,0.144274631310417,0.516556581805522
"ENSG00000004897",551.729171502834,0.476758938931806,0.618460808629527,0.770879791054628,0.440778186660012,0.815090942778684
"ENSG00000004939",1697.33717291381,-3.62829503292495,0.611140625096731,-5.9369233265268,2.9042040007189e-09,2.174112368886e-07
"ENSG00000004948",3.17725833495765,-0.457995439200346,3.56806366817917,-0.128359659970436,0.89786435369346,NA
"ENSG00000004961",165.264692777472,0.389687299456199,0.713176609482797,0.546410656595712,0.584783686463565,0.886362884532054
"ENSG00000004975",235.158671455935,0.933652307932254,0.644951647637461,1.44763147958818,0.147720142360467,0.523615564241926
"ENSG00000005001",112.65905545073,7.49758161882488,1.06601335455214,7.03329051818006,2.01718740439595e-12,2.9433841295669e-10
"ENSG00000005007",1269.85242093811,-0.0804034680028002,0.514426957041589,-0.156297151426884,0.875798801578707,0.975451437064634
"ENSG00000005020",1021.20220361221,-1.12510635446513,0.578015062130724,-1.94650006233,0.0515947004624676,0.288708986858228
"ENSG00000005022",2054.31751139719,0.0927517465940124,0.502473310670939,0.184590394403562,0.853550320626349,0.970822762638246
"ENSG00000005059",421.141976136796,-0.751898200932517,0.573958868078511,-1.31002105333734,0.190188713481059,0.589393316903686
